customer_id,zip_code,week,channel_email,channel_webinar,channel_direct_mail,tv_national_grp,tv_local_grp,tv_streaming_impressions,social_paid_impressions,social_organic_score,sales_rep_touches,revenue,units_sold,prior_spend,tenure_years,company_size,industry,engagement_score,region
2,19104,4,0,2.2,0,105.6,87.7,5.5,376.0,36.7,7.8,65.3,12.83,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,5,0,4.3,0,86.0,61.0,6.5,290.0,34.3,6.5,84.0,17.77,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,6,0,9.2,0,82.7,59.7,5.9,629.0,38.8,5.7,80.07,23.67,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,7,0,7.8,0,67.1,57.7,7.2,485.0,32.8,6.4,79.76,22.99,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,8,0,6.1,0,105.8,65.1,6.9,542.0,34.8,7.4,78.7,16.54,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,9,0,0.3,0,92.9,91.7,7.0,640.0,35.1,6.9,94.2,18.13,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,10,0,0.0,0,52.6,89.3,5.7,473.0,34.8,6.9,65.93,17.37,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,11,0,2.9,0,89.3,54.9,5.9,441.0,30.6,5.9,78.34,18.2,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,12,0,1.2,0,82.0,69.7,6.0,545.0,44.9,5.8,80.98,19.0,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,13,0,2.6,0,131.5,93.5,8.3,298.0,40.0,8.4,77.54,22.29,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,14,0,0.6,0,65.9,47.7,7.6,300.0,36.5,8.4,60.88,13.47,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,15,0,0.2,0,71.2,69.1,6.6,615.0,42.5,7.3,77.99,20.54,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,16,0,0.4,0,122.2,82.9,5.1,559.0,43.6,6.8,75.76,20.29,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,17,0,0.0,0,127.1,74.5,7.1,470.0,41.2,6.4,67.6,17.69,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,18,0,1.9,0,85.1,71.7,7.6,579.0,32.3,6.8,88.13,15.37,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,19,0,2.1,0,87.4,61.2,6.6,385.0,36.9,9.3,67.98,14.65,551.12,2.93,Small,Manufacturing,46.19,Northeast
2,19104,20,0,0.0,0,112.3,95.9,6.4,473.0,35.7,5.1,74.08,26.26,551.12,2.93,Small,Manufacturing,46.19,Northeast
3,63104,1,0,7.3,1,111.8,47.2,8.5,233.0,27.7,4.9,83.27,23.13,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,2,0,0.9,1,91.1,57.5,8.7,355.0,34.6,0.9,69.19,21.54,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,3,0,0.0,1,119.6,69.6,7.9,391.0,41.0,2.3,55.77,15.09,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,4,0,4.5,1,105.6,51.9,5.8,134.0,45.4,4.6,77.84,22.24,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,5,0,3.3,1,86.0,56.3,6.9,273.0,49.8,4.2,67.56,19.5,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,6,0,0.2,1,82.7,82.6,5.9,366.0,41.9,3.9,69.36,18.36,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,7,0,1.6,1,67.1,51.3,6.3,464.0,36.1,2.1,64.64,21.06,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,8,0,3.7,1,105.8,68.4,6.7,374.0,33.4,2.9,78.76,22.07,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,9,0,0.2,1,92.9,47.2,7.4,489.0,27.0,3.7,57.23,14.96,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,10,0,1.0,1,52.6,53.7,6.1,317.0,33.9,1.1,73.49,21.08,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,11,0,4.3,1,89.3,36.9,7.8,384.0,31.4,3.3,72.3,24.2,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,12,0,11.7,1,82.0,35.0,12.2,225.0,41.5,4.8,72.44,20.17,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,13,0,1.5,1,131.5,68.3,7.7,436.0,37.0,3.1,80.94,21.45,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,14,0,3.9,1,65.9,50.0,5.1,259.0,33.5,4.5,80.12,19.15,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,15,0,7.5,1,71.2,80.5,7.7,234.0,44.5,3.2,77.18,18.24,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,16,0,0.3,1,122.2,38.0,8.5,238.0,51.9,1.7,60.63,18.81,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,17,0,8.2,1,127.1,61.0,8.4,132.0,33.2,1.7,60.86,17.65,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,18,0,0.0,1,85.1,40.2,6.1,233.0,38.6,3.8,76.65,21.45,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,19,0,5.8,1,87.4,60.0,7.8,367.0,37.3,2.7,72.05,16.19,232.46,0.61,Small,Healthcare,44.33,Midwest
3,63104,20,0,2.8,1,112.3,58.6,5.9,250.0,30.5,4.8,72.78,16.15,232.46,0.61,Small,Healthcare,44.33,Midwest
4,96804,1,0,4.2,0,111.8,81.6,6.9,758.0,45.6,7.5,86.66,23.83,512.54,5.37,Medium,Finance,63.74,West
4,96804,2,0,1.8,0,91.1,72.0,10.8,608.0,57.7,8.1,67.3,19.15,512.54,5.37,Medium,Finance,63.74,West
4,96804,3,0,11.9,0,119.6,113.6,13.3,554.0,52.8,7.0,95.57,17.65,512.54,5.37,Medium,Finance,63.74,West
4,96804,4,0,0.6,0,105.6,79.9,11.5,736.0,49.6,6.1,81.5,17.54,512.54,5.37,Medium,Finance,63.74,West
4,96804,5,0,4.5,0,86.0,107.7,11.8,581.0,34.5,5.5,97.19,20.46,512.54,5.37,Medium,Finance,63.74,West
4,96804,6,0,0.5,0,82.7,114.6,12.2,659.0,46.8,7.9,86.11,25.13,512.54,5.37,Medium,Finance,63.74,West
4,96804,7,0,2.8,0,67.1,100.9,12.0,539.0,52.0,7.7,65.48,11.47,512.54,5.37,Medium,Finance,63.74,West
4,96804,8,0,0.2,0,105.8,98.0,9.9,675.0,58.0,6.2,83.58,20.94,512.54,5.37,Medium,Finance,63.74,West
4,96804,9,0,0.5,0,92.9,90.4,6.5,797.0,44.8,11.2,84.08,23.17,512.54,5.37,Medium,Finance,63.74,West
4,96804,10,0,1.6,0,52.6,89.5,8.5,668.0,49.8,6.9,82.7,18.09,512.54,5.37,Medium,Finance,63.74,West
4,96804,11,0,16.1,0,89.3,88.7,12.8,637.0,49.5,6.1,94.66,21.99,512.54,5.37,Medium,Finance,63.74,West
4,96804,12,0,8.7,0,82.0,93.3,12.5,720.0,56.4,8.0,112.5,22.04,512.54,5.37,Medium,Finance,63.74,West
4,96804,13,0,0.5,0,131.5,71.8,14.3,738.0,46.6,10.0,93.23,27.09,512.54,5.37,Medium,Finance,63.74,West
4,96804,14,0,0.0,0,65.9,86.0,8.8,459.0,53.5,7.7,90.32,27.92,512.54,5.37,Medium,Finance,63.74,West
4,96804,15,0,1.0,0,71.2,83.7,9.9,755.0,45.4,7.2,94.25,22.45,512.54,5.37,Medium,Finance,63.74,West
4,96804,16,0,0.0,0,122.2,71.6,12.7,696.0,44.4,7.9,86.13,22.54,512.54,5.37,Medium,Finance,63.74,West
4,96804,17,0,0.0,0,127.1,77.4,10.2,646.0,51.1,6.3,88.2,23.86,512.54,5.37,Medium,Finance,63.74,West
4,96804,18,0,3.0,0,85.1,92.1,9.5,573.0,47.9,10.0,87.03,17.77,512.54,5.37,Medium,Finance,63.74,West
4,96804,19,0,0.8,0,87.4,93.0,8.9,705.0,50.9,9.5,97.92,24.74,512.54,5.37,Medium,Finance,63.74,West
4,96804,20,0,0.3,0,112.3,76.4,9.5,611.0,42.6,7.5,81.29,17.74,512.54,5.37,Medium,Finance,63.74,West
5,89103,1,0,1.1,0,111.8,107.7,6.6,1655.0,25.3,14.7,93.02,21.93,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,2,0,2.9,0,91.1,121.2,4.5,1494.0,25.4,12.8,99.01,25.68,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,3,0,0.4,0,119.6,89.9,2.7,1282.0,29.6,14.5,81.73,20.5,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,4,0,0.8,0,105.6,82.9,7.7,1292.0,19.9,15.4,99.25,25.62,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,5,0,0.6,0,86.0,104.1,4.6,1591.0,18.7,17.2,86.82,26.46,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,6,0,3.4,0,82.7,74.8,5.2,1486.0,29.7,15.1,94.06,23.56,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,7,0,2.0,0,67.1,70.6,4.6,1432.0,30.5,17.6,99.1,22.75,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,8,0,3.9,0,105.8,80.0,5.9,1326.0,18.2,15.7,95.18,23.48,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,9,0,3.2,0,92.9,93.6,7.3,1404.0,26.5,14.1,96.53,23.59,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,10,0,0.6,0,52.6,90.8,5.0,1356.0,18.8,17.1,99.41,23.54,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,11,0,12.2,0,89.3,87.2,12.3,1386.0,25.7,14.6,106.7,25.31,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,12,0,1.5,0,82.0,116.7,6.7,1435.0,19.9,15.8,93.39,19.38,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,13,0,0.5,0,131.5,130.1,5.7,1263.0,20.9,15.1,97.89,23.41,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,14,0,3.7,0,65.9,80.3,6.9,1321.0,21.3,13.8,85.33,23.43,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,15,0,3.7,0,71.2,104.6,6.3,1486.0,15.6,16.5,97.46,23.58,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,16,0,2.7,0,122.2,75.2,3.2,1337.0,27.2,16.2,84.04,17.14,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,17,0,0.5,0,127.1,84.6,3.5,1266.0,20.3,15.3,83.16,19.63,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,18,0,5.3,0,85.1,70.5,5.8,1511.0,22.3,14.3,106.1,21.81,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,19,0,5.6,0,87.4,96.4,5.5,1456.0,26.0,16.7,93.62,21.36,416.57,12.06,Enterprise,Healthcare,24.0,West
5,89103,20,0,1.6,0,112.3,100.6,4.1,1510.0,26.7,13.2,103.68,29.14,416.57,12.06,Enterprise,Healthcare,24.0,West
6,05403,1,0,5.1,0,111.8,91.4,9.8,188.0,38.5,4.5,72.85,16.0,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,2,0,1.6,0,91.1,79.2,6.7,309.0,55.3,2.5,81.36,18.31,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,3,0,3.2,0,119.6,86.5,11.1,445.0,42.0,5.8,70.89,19.29,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,4,0,2.3,0,105.6,77.3,10.3,270.0,41.0,5.4,77.36,22.73,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,5,0,1.6,0,86.0,48.9,11.6,317.0,49.5,3.1,88.08,17.94,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,6,0,1.1,0,82.7,71.6,7.5,387.0,55.8,3.3,77.64,11.07,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,7,0,1.6,0,67.1,65.3,8.0,462.0,46.1,3.8,71.61,12.84,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,8,0,0.1,0,105.8,84.4,5.4,277.0,45.8,6.7,80.01,17.93,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,9,0,6.7,0,92.9,58.9,11.7,218.0,53.1,3.5,70.99,17.87,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,10,0,2.4,0,52.6,62.6,10.8,296.0,50.9,4.7,75.15,17.69,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,11,0,2.1,0,89.3,78.3,13.8,448.0,52.6,8.7,84.46,21.59,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,12,0,3.8,0,82.0,54.9,8.8,303.0,51.0,3.8,79.49,22.8,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,13,0,4.4,0,131.5,67.6,8.3,468.0,51.6,1.7,76.88,19.72,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,14,0,4.1,0,65.9,83.7,10.2,413.0,48.1,3.1,76.89,19.28,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,15,0,1.6,0,71.2,41.7,8.9,360.0,46.4,3.7,80.2,16.39,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,16,0,0.0,0,122.2,64.8,11.2,523.0,51.7,1.9,74.67,19.73,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,17,0,2.1,0,127.1,78.1,7.8,361.0,49.9,5.3,71.72,17.57,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,18,0,0.0,0,85.1,60.7,8.6,252.0,48.6,4.0,57.11,17.5,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,19,0,0.3,0,87.4,77.3,7.1,357.0,46.3,4.5,76.67,18.43,308.02,12.67,Small,Finance,62.93,Northeast
6,05403,20,0,0.0,0,112.3,47.8,8.5,353.0,44.7,5.0,73.54,15.93,308.02,12.67,Small,Finance,62.93,Northeast
7,84103,1,0,1.2,0,111.8,93.4,7.9,964.0,33.2,10.4,90.37,20.77,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,2,0,0.8,0,91.1,66.8,6.2,669.0,27.9,9.3,75.93,20.86,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,3,0,3.4,0,119.6,76.4,6.7,590.0,34.1,11.1,94.14,19.16,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,4,0,5.3,0,105.6,67.3,4.7,847.0,44.9,11.3,89.45,14.15,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,5,0,0.0,0,86.0,91.9,6.5,666.0,36.9,10.7,92.34,21.49,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,6,0,6.3,0,82.7,90.1,7.0,883.0,31.7,14.7,94.46,22.48,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,7,0,3.1,0,67.1,118.2,8.8,616.0,43.6,10.0,88.59,16.79,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,8,0,3.1,0,105.8,80.2,7.4,748.0,46.2,13.5,89.48,20.93,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,9,0,1.0,0,92.9,106.6,6.6,734.0,41.5,9.7,85.66,15.54,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,10,0,3.8,0,52.6,119.1,8.7,922.0,32.4,10.9,81.19,19.06,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,11,0,4.0,0,89.3,91.5,4.4,645.0,29.7,11.3,105.86,26.79,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,12,0,0.0,0,82.0,111.3,9.1,622.0,35.1,12.2,92.08,17.12,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,13,0,3.4,0,131.5,57.9,6.8,890.0,36.7,9.8,97.27,24.6,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,14,0,6.8,0,65.9,103.1,9.4,849.0,37.9,10.7,91.37,17.33,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,15,0,0.3,0,71.2,85.8,7.7,920.0,36.4,12.0,96.78,20.92,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,16,0,3.4,0,122.2,86.3,9.9,840.0,30.6,10.8,103.98,21.93,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,17,0,2.9,0,127.1,98.2,5.1,827.0,29.6,9.6,97.77,22.8,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,18,0,1.1,0,85.1,96.7,7.1,777.0,39.9,9.4,88.23,19.65,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,19,0,0.0,0,87.4,76.2,10.4,815.0,30.0,8.2,85.87,24.99,752.27,2.51,Medium,Healthcare,44.3,West
7,84103,20,0,1.3,0,112.3,109.6,7.9,823.0,29.9,11.9,86.39,22.96,752.27,2.51,Medium,Healthcare,44.3,West
8,23220,1,1,0.4,1,111.8,102.7,8.5,1064.0,45.4,13.2,87.37,25.3,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,2,1,5.3,1,91.1,88.6,8.9,1005.0,37.5,15.1,82.54,22.69,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,3,1,1.2,1,119.6,96.8,8.6,1138.0,39.3,14.7,94.53,17.58,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,4,1,1.4,1,105.6,120.7,11.1,1151.0,37.4,14.3,100.99,24.3,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,5,1,4.1,1,86.0,105.4,7.6,1019.0,33.9,14.1,96.11,23.21,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,6,1,0.0,1,82.7,109.7,11.9,1088.0,43.1,14.1,109.13,20.02,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,7,1,2.2,1,67.1,88.0,6.7,1075.0,50.1,16.3,97.74,20.6,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,8,1,19.0,1,105.8,93.6,6.6,902.0,50.4,15.0,126.55,21.02,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,9,1,7.7,1,92.9,101.1,9.4,915.0,50.7,14.8,98.33,23.73,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,10,1,0.5,1,52.6,91.3,6.9,894.0,47.7,15.4,86.15,21.38,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,11,1,1.2,1,89.3,104.9,6.5,991.0,48.7,13.5,114.27,25.05,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,12,1,0.3,1,82.0,118.4,9.0,1152.0,49.3,12.6,97.14,22.34,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,13,1,0.0,1,131.5,96.0,10.5,1103.0,36.7,11.3,110.74,24.22,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,14,1,0.6,1,65.9,95.9,4.8,1222.0,41.4,15.6,98.27,27.28,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,15,1,2.3,1,71.2,112.8,9.2,1142.0,45.1,13.2,114.88,22.26,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,16,1,1.7,1,122.2,100.2,8.6,1037.0,45.0,13.3,86.5,21.61,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,17,1,0.1,1,127.1,74.0,8.1,1128.0,46.0,14.4,82.76,17.05,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,18,1,12.2,1,85.1,84.3,9.0,1011.0,43.8,12.6,111.17,24.95,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,19,1,0.9,1,87.4,84.2,8.3,958.0,45.5,17.5,109.72,26.52,759.35,11.73,Large,Manufacturing,55.65,South
8,23220,20,1,1.5,1,112.3,70.9,5.1,1208.0,39.4,12.5,96.55,19.6,759.35,11.73,Large,Manufacturing,55.65,South
9,33125,1,1,0.0,1,111.8,99.2,4.9,1478.0,26.0,18.8,93.22,20.65,703.88,2.18,Enterprise,Other,33.1,South
9,33125,2,1,3.4,1,91.1,97.9,6.1,1599.0,33.2,17.8,98.84,19.52,703.88,2.18,Enterprise,Other,33.1,South
9,33125,3,1,0.4,1,119.6,111.5,7.5,1597.0,31.3,18.1,102.11,25.06,703.88,2.18,Enterprise,Other,33.1,South
9,33125,4,1,4.6,1,105.6,98.5,9.4,1575.0,33.0,18.5,102.1,20.04,703.88,2.18,Enterprise,Other,33.1,South
9,33125,5,1,3.8,1,86.0,142.7,5.9,1559.0,27.6,17.3,110.67,21.26,703.88,2.18,Enterprise,Other,33.1,South
9,33125,6,1,0.9,1,82.7,76.2,5.1,1381.0,33.0,22.2,93.4,16.21,703.88,2.18,Enterprise,Other,33.1,South
9,33125,7,1,4.6,1,67.1,89.1,9.3,1524.0,26.7,17.8,104.93,21.91,703.88,2.18,Enterprise,Other,33.1,South
9,33125,8,1,0.8,1,105.8,97.0,4.1,1592.0,20.9,17.4,101.2,23.05,703.88,2.18,Enterprise,Other,33.1,South
9,33125,9,1,3.4,1,92.9,99.0,9.0,1644.0,32.1,19.4,105.37,21.33,703.88,2.18,Enterprise,Other,33.1,South
9,33125,10,1,0.0,1,52.6,106.3,7.7,1661.0,25.2,16.7,98.55,21.61,703.88,2.18,Enterprise,Other,33.1,South
9,33125,11,1,0.0,1,89.3,105.6,2.9,1457.0,36.6,20.8,91.31,21.17,703.88,2.18,Enterprise,Other,33.1,South
9,33125,12,1,1.8,1,82.0,126.7,5.7,1504.0,37.6,17.5,108.14,19.75,703.88,2.18,Enterprise,Other,33.1,South
9,33125,13,1,1.4,1,131.5,75.1,4.5,1636.0,29.6,17.6,95.91,22.05,703.88,2.18,Enterprise,Other,33.1,South
9,33125,14,1,2.5,1,65.9,114.7,1.4,1469.0,30.7,17.9,104.64,24.56,703.88,2.18,Enterprise,Other,33.1,South
9,33125,15,1,1.1,1,71.2,92.1,6.2,1667.0,26.2,17.9,102.93,28.23,703.88,2.18,Enterprise,Other,33.1,South
9,33125,16,1,1.1,1,122.2,114.4,9.1,1546.0,28.8,17.5,100.48,25.82,703.88,2.18,Enterprise,Other,33.1,South
9,33125,17,1,2.3,1,127.1,103.5,4.4,1455.0,40.6,17.8,96.7,27.1,703.88,2.18,Enterprise,Other,33.1,South
9,33125,18,1,2.4,1,85.1,108.7,6.4,1520.0,29.0,16.0,101.3,24.24,703.88,2.18,Enterprise,Other,33.1,South
9,33125,19,1,10.9,1,87.4,101.3,2.0,1543.0,43.6,19.3,103.18,25.36,703.88,2.18,Enterprise,Other,33.1,South
9,33125,20,1,0.5,1,112.3,79.7,6.0,1561.0,20.5,16.3,100.31,22.01,703.88,2.18,Enterprise,Other,33.1,South
10,77006,1,1,2.7,0,111.8,81.8,9.9,551.0,60.2,5.8,72.72,19.98,538.28,6.16,Medium,Other,69.93,South
10,77006,2,1,9.3,0,91.1,104.7,9.6,671.0,46.8,7.6,77.2,15.43,538.28,6.16,Medium,Other,69.93,South
10,77006,3,1,2.7,0,119.6,83.2,9.1,539.0,53.4,7.6,92.83,22.11,538.28,6.16,Medium,Other,69.93,South
10,77006,4,1,6.3,0,105.6,88.7,8.6,571.0,49.9,8.0,78.47,15.77,538.28,6.16,Medium,Other,69.93,South
10,77006,5,1,0.0,0,86.0,64.9,6.4,732.0,44.0,6.3,92.33,19.17,538.28,6.16,Medium,Other,69.93,South
10,77006,6,1,2.5,0,82.7,109.6,9.8,517.0,50.8,6.0,100.27,17.25,538.28,6.16,Medium,Other,69.93,South
10,77006,7,1,0.2,0,67.1,84.4,5.5,804.0,64.1,7.7,69.03,11.57,538.28,6.16,Medium,Other,69.93,South
10,77006,8,1,1.2,0,105.8,95.3,7.2,691.0,53.9,8.9,78.29,16.09,538.28,6.16,Medium,Other,69.93,South
10,77006,9,1,3.6,0,92.9,100.2,10.3,748.0,44.8,6.2,76.12,15.97,538.28,6.16,Medium,Other,69.93,South
10,77006,10,1,4.0,0,52.6,105.3,10.7,709.0,53.0,10.2,87.38,20.69,538.28,6.16,Medium,Other,69.93,South
10,77006,11,1,7.9,0,89.3,101.7,7.9,585.0,55.5,10.2,91.43,26.1,538.28,6.16,Medium,Other,69.93,South
10,77006,12,1,0.0,0,82.0,99.2,8.4,596.0,63.9,8.3,82.13,21.13,538.28,6.16,Medium,Other,69.93,South
