customer_id,engagement_score,treated,revenue_post,company_size,region
423,57.01,1,63.64,Large,Northeast
424,69.84,1,68.86,Medium,South
425,49.97,0,56.26,Small,Northeast
426,76.46,1,69.4,Enterprise,Northeast
427,76.78,1,61.14,Large,South
428,40.12,0,53.46,Medium,Midwest
429,72.88,1,70.71,Small,Northeast
430,45.26,0,48.47,Large,West
431,78.46,1,70.72,Large,South
432,75.64,1,65.98,Enterprise,South
433,46.37,0,43.89,Small,Midwest
434,40.97,0,55.68,Large,Northeast
435,61.16,1,67.44,Small,Midwest
436,42.05,0,44.27,Enterprise,Northeast
437,59.62,1,76.43,Small,West
438,45.28,0,47.01,Medium,South
439,50.11,1,62.63,Large,Northeast
440,42.72,0,51.38,Large,Midwest
441,67.8,1,61.59,Large,Northeast
442,56.08,1,63.79,Medium,West
443,60.99,1,63.58,Enterprise,South
444,69.26,1,65.44,Medium,South
445,67.77,1,74.48,Medium,South
446,50.57,1,62.41,Enterprise,South
447,35.25,0,51.22,Medium,West
448,41.8,0,49.83,Large,South
449,53.12,1,62.32,Medium,Midwest
450,34.33,0,47.03,Small,Northeast
451,66.85,1,69.92,Medium,West
452,33.76,0,42.02,Medium,South
453,40.11,0,38.19,Small,South
454,57.96,1,69.76,Medium,South
455,61.86,1,64.86,Large,Northeast
456,43.68,0,54.7,Small,South
457,65.34,1,63.25,Medium,West
458,74.12,1,69.94,Medium,South
459,29.86,0,52.53,Small,South
460,74.95,1,73.3,Small,Midwest
461,52.28,1,71.17,Large,South
462,46.93,0,57.92,Medium,Northeast
463,67.75,1,64.53,Enterprise,Midwest
464,67.04,1,69.73,Large,Northeast
465,60.95,1,72.89,Enterprise,Midwest
466,44.51,0,53.36,Small,Midwest
467,36.04,0,51.25,Medium,Northeast
468,41.62,0,57.87,Medium,Midwest
469,54.4,1,49.47,Medium,Northeast
470,53.84,1,64.43,Enterprise,West
471,75.44,1,78.45,Medium,South
472,47.4,0,49.86,Small,Northeast
473,60.0,1,69.23,Large,Northeast
474,59.6,1,63.78,Small,South
475,63.9,1,57.49,Small,South
476,79.49,1,77.7,Medium,South
477,68.12,1,68.01,Small,West
478,22.38,0,40.82,Large,Northeast
479,68.7,1,71.58,Medium,South
480,79.99,1,69.25,Enterprise,Northeast
481,22.28,0,45.0,Medium,Midwest
482,55.83,1,57.35,Medium,Midwest
483,55.96,1,69.55,Medium,West
484,51.49,1,65.44,Large,Midwest
485,72.52,1,77.95,Small,Midwest
486,68.86,1,70.75,Medium,Northeast
487,30.32,0,43.04,Small,West
488,26.18,0,39.49,Medium,Northeast
489,30.0,0,41.09,Enterprise,Midwest
490,73.2,1,69.74,Large,West
491,25.9,0,39.52,Medium,Northeast
492,58.77,1,65.01,Small,South
493,61.0,1,60.47,Medium,Northeast
494,33.09,0,43.43,Large,West
495,33.79,0,44.99,Medium,South
496,70.14,1,65.19,Enterprise,South
497,45.2,0,50.89,Medium,South
498,49.97,0,57.9,Small,Midwest
499,43.83,0,47.5,Large,Midwest
500,30.99,0,39.48,Medium,Midwest
501,46.36,0,52.29,Medium,West
502,36.16,0,42.38,Enterprise,South
503,38.01,0,55.69,Large,Northeast
504,32.1,0,42.56,Enterprise,Midwest
505,57.59,1,63.04,Large,Northeast
506,37.21,0,50.88,Medium,Midwest
507,29.94,0,38.66,Medium,West
508,68.51,1,64.03,Medium,South
509,54.55,1,58.13,Small,Northeast
510,71.53,1,73.68,Large,West
511,66.89,1,76.6,Small,South
512,42.31,0,60.43,Enterprise,Northeast
513,53.7,1,67.22,Small,South
514,79.22,1,67.41,Small,Northeast
515,41.48,0,46.36,Small,Northeast
516,34.37,0,54.12,Medium,Northeast
517,29.79,0,52.52,Small,South
518,76.4,1,76.18,Small,South
519,34.97,0,51.52,Large,Midwest
520,75.66,1,69.68,Medium,South
521,55.51,1,70.34,Small,West
522,55.4,1,58.05,Medium,West
523,44.01,0,43.95,Small,Northeast
524,43.76,0,55.88,Enterprise,Northeast
525,39.25,0,46.71,Enterprise,Midwest
526,63.77,1,59.39,Medium,Northeast
527,64.33,1,70.55,Small,South
528,51.87,1,50.8,Small,Northeast
529,46.94,0,55.74,Large,South
530,58.14,1,60.84,Small,South
531,49.48,0,62.75,Large,West
532,69.45,1,71.01,Small,Midwest
533,23.91,0,47.32,Large,South
534,74.16,1,65.66,Medium,South
535,51.47,1,51.26,Small,South
536,50.55,1,57.47,Small,Northeast
537,43.46,0,54.79,Large,West
538,51.94,1,60.32,Large,South
539,33.22,0,52.36,Medium,Midwest
540,49.84,0,57.65,Medium,Northeast
541,43.89,0,46.7,Large,Northeast
542,37.64,0,51.14,Small,Midwest
543,32.73,0,47.23,Large,Midwest
544,71.61,1,76.16,Large,South
545,71.01,1,64.88,Small,West
546,49.11,0,51.24,Large,West
547,33.89,0,48.93,Enterprise,South
548,47.02,0,60.58,Enterprise,Midwest
549,75.54,1,70.77,Small,Midwest
550,66.76,1,70.36,Enterprise,South
551,68.45,1,68.4,Small,Northeast
552,62.16,1,64.87,Medium,West
553,63.44,1,71.48,Medium,South
554,28.98,0,45.04,Small,West
555,40.81,0,48.19,Medium,South
556,69.92,1,66.45,Enterprise,Northeast
557,30.64,0,43.78,Small,Northeast
558,24.51,0,38.79,Medium,Northeast
559,70.78,1,68.2,Large,Midwest
560,66.85,1,67.72,Small,Northeast
561,29.49,0,46.18,Enterprise,West
562,51.69,1,54.92,Enterprise,Midwest
563,22.5,0,39.15,Small,South
564,28.91,0,42.6,Medium,South
565,35.44,0,43.9,Small,West
566,62.24,1,62.22,Enterprise,Northeast
567,38.3,0,53.65,Small,South
568,68.63,1,75.13,Medium,South
569,21.41,0,39.14,Large,West
570,20.26,0,36.57,Large,West
571,37.99,0,48.59,Large,West
572,63.86,1,66.35,Small,South
573,77.09,1,76.01,Large,West
574,38.93,0,47.48,Large,South
575,53.41,1,58.0,Medium,Midwest
576,22.48,0,53.5,Large,West
577,20.08,0,33.57,Small,Northeast
578,20.95,0,44.98,Small,West
579,25.84,0,50.37,Small,South
580,72.46,1,68.96,Medium,West
581,58.48,1,65.44,Small,South
582,73.9,1,62.57,Small,Northeast
583,70.09,1,69.17,Medium,West
584,65.91,1,72.75,Large,Northeast
585,41.22,0,51.21,Medium,Northeast
586,28.04,0,44.21,Large,Northeast
587,26.2,0,51.77,Medium,West
588,21.5,0,44.85,Medium,West
589,30.67,0,48.87,Small,Midwest
590,21.15,0,36.52,Large,South
591,61.27,1,52.41,Large,South
592,43.33,0,53.53,Small,Northeast
593,51.69,1,59.87,Small,Northeast
594,48.73,0,58.18,Small,West
595,37.01,0,49.13,Medium,Northeast
596,26.87,0,43.66,Small,Northeast
597,52.54,1,60.42,Large,Northeast
598,71.82,1,64.36,Medium,West
599,64.98,1,57.27,Enterprise,South
600,75.89,1,67.52,Small,Midwest
601,41.36,0,45.17,Medium,Northeast
602,70.74,1,69.14,Enterprise,South
603,63.35,1,57.51,Small,Midwest
604,76.58,1,69.91,Large,Northeast
605,37.27,0,58.28,Small,South
606,68.22,1,67.74,Medium,South
607,50.49,1,59.49,Enterprise,West
608,46.2,0,53.18,Small,Midwest
609,47.95,0,55.03,Small,West
610,45.96,0,50.35,Small,South
611,72.62,1,69.49,Small,Midwest
612,76.66,1,69.62,Medium,South
613,59.78,1,56.43,Large,South
614,31.57,0,51.65,Small,South
615,45.23,0,48.2,Medium,Northeast
616,41.34,0,58.67,Large,Northeast
617,60.26,1,60.31,Large,West
618,24.22,0,35.32,Enterprise,West
619,59.25,1,73.3,Large,West
620,48.01,0,46.61,Small,Northeast
621,35.66,0,36.51,Small,Northeast
622,23.81,0,34.67,Large,Northeast
623,23.18,0,40.9,Small,West
624,73.53,1,64.08,Small,Northeast
625,54.6,1,58.49,Large,Northeast
626,53.09,1,50.38,Medium,Midwest
627,21.05,0,45.96,Medium,South
628,66.26,1,69.23,Medium,Midwest
629,32.64,0,39.99,Small,Midwest
630,43.0,0,39.92,Small,Midwest
631,58.8,1,58.88,Enterprise,West
632,28.07,0,47.29,Small,Northeast
633,67.8,1,73.28,Medium,Northeast
634,70.12,1,67.88,Small,South
635,51.17,1,57.08,Small,South
636,41.92,0,48.07,Small,South
637,35.11,0,49.08,Small,South
638,63.44,1,70.13,Large,South
639,40.43,0,49.5,Small,South
640,68.57,1,66.42,Medium,West
641,63.95,1,69.88,Large,Northeast
642,41.18,0,58.06,Medium,West
643,33.73,0,45.43,Small,Midwest
644,41.46,0,51.16,Small,Northeast
645,40.54,0,46.51,Small,Northeast
646,77.4,1,73.1,Small,Midwest
647,57.64,1,58.19,Medium,Midwest
648,59.45,1,70.84,Medium,South
649,37.01,0,52.94,Small,South
650,41.86,0,59.61,Small,South
651,47.97,0,51.18,Large,Midwest
652,78.6,1,83.65,Small,West
653,60.05,1,65.25,Medium,South
654,29.24,0,43.95,Enterprise,Midwest
655,79.46,1,80.02,Large,Northeast
656,36.16,0,42.98,Medium,South
657,57.3,1,62.82,Medium,West
658,72.51,1,69.47,Enterprise,West
659,56.95,1,64.56,Large,South
660,75.56,1,69.56,Medium,Midwest
661,70.89,1,66.75,Medium,Northeast
662,22.1,0,39.15,Enterprise,South
663,61.21,1,63.15,Small,Midwest
664,63.25,1,66.02,Medium,West
665,42.31,0,57.59,Medium,Northeast
666,74.57,1,60.5,Medium,West
667,68.06,1,71.86,Small,West
668,42.02,0,48.65,Large,Northeast
669,33.38,0,45.8,Small,Northeast
670,32.75,0,40.94,Medium,South
671,33.23,0,46.85,Enterprise,West
672,55.35,1,59.72,Small,South
673,58.57,1,62.16,Medium,South
674,28.93,0,47.38,Medium,West
675,52.91,1,63.63,Medium,Northeast
676,35.02,0,54.61,Small,West
677,74.62,1,68.35,Large,West
678,71.38,1,73.1,Large,South
679,26.94,0,46.64,Small,West
680,35.14,0,48.01,Medium,West
681,76.67,1,80.76,Medium,Midwest
682,37.94,0,45.78,Medium,West
683,68.95,1,69.23,Enterprise,South
684,23.03,0,43.04,Medium,West
685,43.27,0,45.64,Small,West
686,56.89,1,68.77,Medium,West
687,43.97,0,51.45,Medium,West
688,67.44,1,69.91,Medium,West
689,78.8,1,81.3,Small,Northeast
690,50.81,1,60.48,Small,South
691,47.82,0,54.11,Large,South
692,62.27,1,65.47,Small,Northeast
693,65.22,1,61.59,Small,West
694,23.59,0,39.89,Enterprise,Northeast
695,46.26,0,52.37,Large,South
696,49.98,0,55.48,Small,South
697,38.45,0,56.12,Small,West
698,65.55,1,71.42,Medium,South
699,73.22,1,67.67,Large,West
700,70.72,1,69.24,Small,South
701,58.03,1,70.02,Large,Northeast
702,67.65,1,59.21,Small,South
703,33.96,0,45.84,Small,West
704,21.54,0,34.24,Medium,Northeast
705,50.81,1,71.62,Large,Northeast
706,44.6,0,56.16,Large,South
707,72.9,1,67.97,Small,South
708,67.35,1,67.49,Medium,South
709,42.91,0,47.35,Small,Northeast
710,21.05,0,50.48,Small,South
711,36.49,0,36.78,Medium,Midwest
712,41.63,0,52.45,Medium,South
713,60.55,1,63.92,Large,Midwest
714,74.2,1,65.95,Enterprise,West
715,33.26,0,45.37,Medium,Midwest
716,67.15,1,59.47,Large,West
717,63.71,1,73.71,Small,South
718,41.19,0,50.72,Large,South
719,20.97,0,45.06,Small,South
720,21.96,0,38.56,Medium,South
721,57.15,1,69.3,Small,Northeast
722,70.83,1,69.59,Medium,South
723,57.92,1,68.32,Large,South
724,66.42,1,70.05,Small,Midwest
725,50.17,1,58.92,Large,Northeast
726,35.77,0,52.88,Enterprise,Northeast
727,22.39,0,62.12,Medium,South
728,69.04,1,62.86,Small,South
729,48.45,0,53.62,Large,South
730,72.59,1,63.83,Small,Midwest
731,42.21,0,53.18,Small,Midwest
