customer_id,zip_code,week,revenue,units_sold,prior_spend,tenure_years,company_size,industry,engagement_score,region,tv_30s_brand,tv_45s_product,tv_60s_testimonial,tv_15s_reminder,email_personalized,email_generic,email_promo,social_retargeting,social_brand_awareness,social_ugc,dm_catalog,dm_postcard,dm_letter,rep_product_demo,rep_followup_call
2,28203,13,97.29,19.11,622.77,0.7,Large,Technology,75.15,South,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1
2,28203,14,104.66,22.93,622.77,0.7,Large,Technology,75.15,South,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1
2,28203,15,108.39,20.21,622.77,0.7,Large,Technology,75.15,South,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1
2,28203,16,97.99,21.72,622.77,0.7,Large,Technology,75.15,South,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1
2,28203,17,98.21,20.09,622.77,0.7,Large,Technology,75.15,South,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1
2,28203,18,78.16,21.42,622.77,0.7,Large,Technology,75.15,South,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1
2,28203,19,96.6,19.1,622.77,0.7,Large,Technology,75.15,South,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1
2,28203,20,92.16,17.55,622.77,0.7,Large,Technology,75.15,South,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1
3,03102,1,59.07,20.2,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,2,78.51,15.37,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,3,94.13,17.92,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,4,79.65,19.57,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,5,63.83,18.71,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,6,72.46,16.78,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,7,84.49,22.01,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,8,79.69,18.92,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,9,76.75,19.13,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,10,77.93,16.44,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,11,65.64,21.95,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,12,84.52,21.86,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,13,79.16,18.83,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,14,96.8,22.71,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,15,102.27,24.95,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,16,79.29,20.84,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,17,98.09,22.43,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,18,89.8,25.01,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,19,65.87,20.01,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
3,03102,20,95.41,19.15,545.79,13.87,Medium,Technology,50.19,Northeast,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
4,04101,1,80.03,19.59,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,2,58.13,19.35,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,3,71.59,18.37,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,4,76.83,16.37,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,5,77.84,16.6,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,6,83.77,23.47,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,7,83.97,21.47,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,8,68.27,16.03,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,9,65.42,17.33,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,10,66.17,18.92,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,11,78.52,17.56,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,12,81.92,17.5,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,13,82.23,21.62,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,14,77.89,15.74,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,15,83.54,16.61,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,16,95.66,19.38,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,17,85.35,21.6,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,18,74.87,16.45,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,19,79.92,21.94,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
4,04101,20,99.62,27.52,357.28,3.38,Large,Manufacturing,65.19,Northeast,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
5,28204,1,71.8,14.9,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,2,54.6,20.71,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,3,73.81,21.24,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,4,68.06,16.88,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,5,75.34,16.85,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,6,48.73,18.25,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,7,56.95,12.94,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,8,68.63,12.75,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,9,65.24,16.49,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,10,74.42,20.3,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,11,78.1,16.12,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,12,55.96,15.63,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,13,74.4,19.14,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,14,78.72,21.09,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,15,61.11,18.73,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,16,70.89,22.32,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,17,62.1,15.46,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,18,72.68,22.96,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,19,67.91,19.94,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5,28204,20,69.79,18.25,222.69,5.91,Small,Finance,41.56,South,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
6,53203,1,76.55,19.52,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,2,63.8,16.15,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,3,64.88,15.71,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,4,65.43,18.03,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,5,69.63,15.4,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,6,63.97,16.56,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,7,61.23,15.61,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,8,74.54,23.04,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,9,64.83,15.65,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,10,66.69,18.26,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,11,78.67,18.25,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,12,68.8,25.61,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,13,62.79,20.24,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,14,85.05,19.45,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,15,76.66,14.17,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,16,73.34,22.28,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,17,74.1,19.01,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,18,87.01,22.9,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,19,78.8,17.02,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6,53203,20,53.58,17.55,404.46,12.72,Medium,Healthcare,42.48,Midwest,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
7,23222,1,69.34,20.61,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,2,70.29,18.57,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,3,69.54,15.02,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,4,54.53,13.89,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,5,60.47,17.12,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,6,56.23,15.32,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,7,84.73,19.94,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,8,69.68,18.41,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,9,70.99,16.94,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,10,67.97,16.53,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,11,66.45,21.49,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,12,71.34,23.36,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,13,72.28,14.6,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,14,93.88,16.83,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,15,60.28,12.89,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,16,77.29,15.26,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,17,73.89,12.77,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,18,87.09,21.71,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,19,68.27,11.25,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
7,23222,20,71.16,20.49,543.24,7.43,Medium,Finance,24.29,South,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
8,85007,1,76.82,18.51,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,2,64.19,15.97,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,3,70.64,21.12,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,4,67.06,16.93,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,5,74.45,23.42,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,6,65.91,18.16,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,7,62.19,17.7,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,8,60.79,21.56,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,9,75.29,24.25,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,10,63.72,23.86,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,11,79.36,19.12,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,12,87.47,17.43,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,13,77.67,18.85,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,14,80.74,18.36,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,15,73.09,17.63,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,16,75.08,19.25,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,17,87.71,14.06,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,18,83.53,18.61,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,19,75.97,15.86,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,85007,20,77.77,18.16,434.95,10.12,Small,Technology,45.04,West,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
9,33128,1,65.93,19.66,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,2,72.82,23.0,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,3,62.99,19.61,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,4,72.8,19.0,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,5,81.22,17.83,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,6,68.94,19.19,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,7,58.15,20.77,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,8,66.88,19.34,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,9,80.37,20.29,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,10,68.06,18.37,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,11,68.09,17.03,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,12,74.92,19.29,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,13,87.16,23.25,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,14,71.43,18.5,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,15,87.34,15.31,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,16,74.31,15.0,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,17,95.68,23.8,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,18,72.16,18.55,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,19,69.56,24.32,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9,33128,20,57.79,17.92,335.85,5.74,Medium,Finance,50.16,South,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
10,89104,1,69.87,15.3,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,2,68.43,13.35,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,3,83.0,20.04,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,4,77.76,17.88,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,5,81.2,19.85,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,6,79.03,21.19,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,7,70.17,21.42,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,8,103.92,19.08,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,9,69.47,14.46,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,10,73.76,19.53,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,11,95.48,20.69,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,12,87.56,14.27,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,13,81.16,17.13,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,14,84.68,23.62,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,15,75.14,20.64,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,16,77.09,19.39,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,17,83.23,16.98,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,18,71.95,21.24,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,19,74.52,22.78,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
10,89104,20,65.74,20.69,407.02,8.55,Medium,Finance,63.01,West,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
