zip_code,week,treated,revenue,market_size
19106,9,0,58.52,20.42
19106,10,0,54.99,20.42
19106,11,0,50.31,20.42
19106,12,0,52.95,20.42
19106,13,0,51.86,20.42
19106,14,0,53.9,20.42
19106,15,0,51.39,20.42
19106,16,0,49.39,20.42
19106,17,0,52.5,20.42
19106,18,0,58.62,20.42
19106,19,0,50.29,20.42
19106,20,0,58.3,20.42
04101,1,0,42.35,21.43
04101,2,0,39.74,21.43
04101,3,0,43.45,21.43
04101,4,0,42.09,21.43
04101,5,0,35.31,21.43
04101,6,0,40.78,21.43
04101,7,0,41.13,21.43
04101,8,0,46.85,21.43
04101,9,0,41.58,21.43
04101,10,0,42.41,21.43
04101,11,0,39.82,21.43
04101,12,0,43.38,21.43
04101,13,0,40.26,21.43
04101,14,0,47.35,21.43
04101,15,0,43.1,21.43
04101,16,0,41.05,21.43
04101,17,0,48.56,21.43
04101,18,0,41.23,21.43
04101,19,0,46.18,21.43
04101,20,0,41.21,21.43
96801,1,0,52.16,8.24
96801,2,0,54.74,8.24
96801,3,0,49.86,8.24
96801,4,0,48.53,8.24
96801,5,0,48.88,8.24
96801,6,0,52.43,8.24
96801,7,0,58.64,8.24
96801,8,0,56.32,8.24
96801,9,0,56.89,8.24
96801,10,0,50.44,8.24
96801,11,0,57.2,8.24
96801,12,0,57.13,8.24
96801,13,0,55.35,8.24
96801,14,0,52.8,8.24
96801,15,0,57.88,8.24
96801,16,0,53.19,8.24
96801,17,0,57.46,8.24
96801,18,0,54.61,8.24
96801,19,0,53.06,8.24
96801,20,0,55.06,8.24
80201,1,0,62.37,11.3
80201,2,0,53.23,11.3
80201,3,0,59.97,11.3
80201,4,0,59.78,11.3
80201,5,0,56.97,11.3
80201,6,0,56.13,11.3
80201,7,0,54.3,11.3
80201,8,0,62.18,11.3
80201,9,0,55.0,11.3
80201,10,0,50.47,11.3
80201,11,0,60.02,11.3
80201,12,0,55.31,11.3
80201,13,0,59.3,11.3
80201,14,0,55.86,11.3
80201,15,0,58.41,11.3
80201,16,0,60.62,11.3
80201,17,0,61.49,11.3
80201,18,0,64.96,11.3
80201,19,0,61.21,11.3
80201,20,0,61.79,11.3
98105,1,0,52.81,21.73
98105,2,0,56.56,21.73
98105,3,0,50.66,21.73
98105,4,0,53.0,21.73
98105,5,0,54.58,21.73
98105,6,0,52.12,21.73
98105,7,0,59.29,21.73
98105,8,0,56.32,21.73
98105,9,0,51.95,21.73
98105,10,0,57.12,21.73
98105,11,0,60.09,21.73
98105,12,0,54.26,21.73
98105,13,0,60.77,21.73
98105,14,0,57.72,21.73
98105,15,0,57.82,21.73
98105,16,0,61.07,21.73
98105,17,0,58.35,21.73
98105,18,0,59.17,21.73
98105,19,0,58.54,21.73
98105,20,0,53.27,21.73
80206,1,0,49.86,24.62
80206,2,0,49.64,24.62
80206,3,0,48.01,24.62
80206,4,0,41.76,24.62
80206,5,0,51.54,24.62
80206,6,0,47.36,24.62
80206,7,0,46.82,24.62
80206,8,0,46.8,24.62
80206,9,0,44.85,24.62
80206,10,0,52.38,24.62
80206,11,0,58.32,24.62
80206,12,0,49.78,24.62
80206,13,0,54.24,24.62
80206,14,0,51.76,24.62
80206,15,0,53.13,24.62
80206,16,0,52.37,24.62
80206,17,0,55.18,24.62
80206,18,0,49.47,24.62
80206,19,0,53.66,24.62
80206,20,0,57.03,24.62
60606,1,0,64.13,19.58
60606,2,0,63.27,19.58
60606,3,0,62.85,19.58
60606,4,0,61.73,19.58
60606,5,0,62.02,19.58
60606,6,0,58.68,19.58
60606,7,0,65.11,19.58
60606,8,0,67.96,19.58
60606,9,0,65.01,19.58
60606,10,0,64.44,19.58
60606,11,0,66.46,19.58
60606,12,0,58.57,19.58
60606,13,0,63.66,19.58
60606,14,0,65.23,19.58
60606,15,0,60.59,19.58
60606,16,0,66.46,19.58
60606,17,0,60.68,19.58
60606,18,0,68.57,19.58
60606,19,0,67.44,19.58
60606,20,0,66.45,19.58
90004,1,0,44.28,20.54
90004,2,0,42.7,20.54
90004,3,0,43.95,20.54
90004,4,0,43.64,20.54
90004,5,0,40.47,20.54
90004,6,0,48.02,20.54
90004,7,0,47.31,20.54
90004,8,0,45.12,20.54
90004,9,0,44.55,20.54
90004,10,0,46.61,20.54
90004,11,0,48.41,20.54
90004,12,0,50.6,20.54
90004,13,0,43.53,20.54
90004,14,0,48.55,20.54
90004,15,0,45.42,20.54
90004,16,0,41.12,20.54
90004,17,0,48.72,20.54
90004,18,0,50.87,20.54
90004,19,0,49.65,20.54
90004,20,0,46.49,20.54
44107,1,0,48.75,20.36
44107,2,0,49.95,20.36
44107,3,0,49.83,20.36
44107,4,0,52.07,20.36
44107,5,0,51.47,20.36
44107,6,0,47.17,20.36
44107,7,0,49.25,20.36
44107,8,0,47.92,20.36
44107,9,0,50.18,20.36
44107,10,0,44.35,20.36
44107,11,0,56.0,20.36
44107,12,0,48.14,20.36
44107,13,0,49.21,20.36
44107,14,0,51.26,20.36
44107,15,0,47.14,20.36
44107,16,0,50.53,20.36
44107,17,0,52.3,20.36
44107,18,0,57.01,20.36
44107,19,0,52.75,20.36
44107,20,0,51.37,20.36
85009,1,0,41.12,15.3
85009,2,0,51.18,15.3
85009,3,0,45.26,15.3
85009,4,0,45.54,15.3
85009,5,0,41.44,15.3
85009,6,0,47.39,15.3
85009,7,0,44.31,15.3
85009,8,0,50.76,15.3
85009,9,0,48.0,15.3
85009,10,0,47.24,15.3
85009,11,0,43.16,15.3
85009,12,0,47.1,15.3
85009,13,0,47.02,15.3
85009,14,0,48.29,15.3
85009,15,0,42.27,15.3
85009,16,0,45.72,15.3
85009,17,0,47.22,15.3
85009,18,0,50.47,15.3
85009,19,0,43.45,15.3
85009,20,0,53.65,15.3
97204,1,0,60.25,18.37
97204,2,0,53.81,18.37
97204,3,0,64.46,18.37
97204,4,0,58.03,18.37
97204,5,0,57.25,18.37
97204,6,0,59.63,18.37
97204,7,0,59.36,18.37
97204,8,0,58.72,18.37
97204,9,0,55.38,18.37
97204,10,0,57.58,18.37
97204,11,0,60.23,18.37
97204,12,0,61.92,18.37
97204,13,0,64.0,18.37
97204,14,0,58.58,18.37
97204,15,0,60.45,18.37
97204,16,0,58.49,18.37
97204,17,0,64.02,18.37
97204,18,0,60.07,18.37
97204,19,0,59.5,18.37
97204,20,0,61.71,18.37
43205,1,0,40.73,9.97
43205,2,0,47.63,9.97
43205,3,0,45.34,9.97
43205,4,0,54.84,9.97
43205,5,0,44.94,9.97
43205,6,0,46.26,9.97
43205,7,0,50.38,9.97
43205,8,0,49.93,9.97
43205,9,0,50.96,9.97
43205,10,0,47.27,9.97
43205,11,0,44.94,9.97
43205,12,0,56.64,9.97
43205,13,0,50.45,9.97
43205,14,0,49.84,9.97
43205,15,0,51.85,9.97
43205,16,0,45.78,9.97
43205,17,0,48.59,9.97
43205,18,0,47.09,9.97
43205,19,0,50.98,9.97
43205,20,0,46.61,9.97
23220,1,0,56.02,14.99
23220,2,0,57.82,14.99
23220,3,0,57.97,14.99
23220,4,0,56.11,14.99
23220,5,0,55.63,14.99
23220,6,0,54.06,14.99
23220,7,0,56.93,14.99
23220,8,0,55.51,14.99
23220,9,0,50.5,14.99
23220,10,0,54.52,14.99
23220,11,0,59.01,14.99
23220,12,0,53.52,14.99
23220,13,0,53.72,14.99
23220,14,0,56.82,14.99
23220,15,0,51.18,14.99
23220,16,0,60.14,14.99
23220,17,0,60.14,14.99
23220,18,0,61.32,14.99
23220,19,0,59.4,14.99
23220,20,0,56.44,14.99
97203,1,0,54.47,19.66
97203,2,0,60.08,19.66
97203,3,0,60.84,19.66
97203,4,0,55.6,19.66
97203,5,0,55.46,19.66
97203,6,0,59.42,19.66
97203,7,0,60.15,19.66
97203,8,0,62.81,19.66
97203,9,0,62.26,19.66
97203,10,0,60.29,19.66
97203,11,0,63.9,19.66
97203,12,0,60.01,19.66
97203,13,0,60.4,19.66
97203,14,0,64.13,19.66
97203,15,0,64.72,19.66
97203,16,0,65.06,19.66
97203,17,0,61.84,19.66
97203,18,0,62.85,19.66
97203,19,0,60.3,19.66
97203,20,0,65.86,19.66
08602,1,0,43.16,37.26
08602,2,0,39.2,37.26
08602,3,0,44.13,37.26
08602,4,0,43.15,37.26
08602,5,0,37.86,37.26
08602,6,0,44.53,37.26
08602,7,0,48.86,37.26
08602,8,0,48.01,37.26
08602,9,0,48.27,37.26
08602,10,0,51.58,37.26
08602,11,0,45.83,37.26
08602,12,0,44.39,37.26
08602,13,0,49.57,37.26
08602,14,0,49.42,37.26
08602,15,0,44.82,37.26
08602,16,0,48.35,37.26
08602,17,0,50.76,37.26
08602,18,0,50.23,37.26
08602,19,0,51.86,37.26
08602,20,0,47.91,37.26
37209,1,0,29.76,18.9
37209,2,0,31.54,18.9
37209,3,0,37.14,18.9
37209,4,0,37.91,18.9
37209,5,0,34.57,18.9
37209,6,0,39.87,18.9
37209,7,0,35.11,18.9
37209,8,0,34.32,18.9
37209,9,0,31.89,18.9
37209,10,0,36.16,18.9
37209,11,0,39.83,18.9
37209,12,0,40.72,18.9
37209,13,0,40.38,18.9
37209,14,0,38.94,18.9
37209,15,0,42.49,18.9
37209,16,0,35.06,18.9
37209,17,0,41.78,18.9
37209,18,0,39.33,18.9
37209,19,0,39.39,18.9
37209,20,0,34.75,18.9
02101,1,0,48.77,56.3
02101,2,0,51.47,56.3
02101,3,0,41.89,56.3
02101,4,0,50.92,56.3
02101,5,0,41.95,56.3
02101,6,0,44.81,56.3
02101,7,0,49.04,56.3
02101,8,0,54.34,56.3
02101,9,0,49.47,56.3
02101,10,0,51.53,56.3
02101,11,0,47.65,56.3
02101,12,0,50.06,56.3
02101,13,0,50.74,56.3
02101,14,0,56.06,56.3
02101,15,0,49.19,56.3
02101,16,0,49.72,56.3
02101,17,0,55.19,56.3
02101,18,0,51.48,56.3
02101,19,0,52.82,56.3
02101,20,0,54.05,56.3
55407,1,0,40.13,52.72
55407,2,0,36.15,52.72
55407,3,0,45.8,52.72
55407,4,0,43.18,52.72
55407,5,0,39.27,52.72
55407,6,0,45.69,52.72
55407,7,0,49.65,52.72
55407,8,0,47.46,52.72
55407,9,0,50.39,52.72
55407,10,0,40.73,52.72
55407,11,0,45.42,52.72
55407,12,0,46.0,52.72
55407,13,0,44.85,52.72
55407,14,0,44.48,52.72
55407,15,0,36.85,52.72
55407,16,0,51.07,52.72
55407,17,0,41.4,52.72
55407,18,0,49.23,52.72
55407,19,0,46.81,52.72
55407,20,0,46.95,52.72
90002,1,0,42.96,20.8
90002,2,0,44.44,20.8
90002,3,0,46.02,20.8
90002,4,0,47.22,20.8
90002,5,0,44.25,20.8
90002,6,0,41.28,20.8
90002,7,0,41.44,20.8
90002,8,0,48.53,20.8
90002,9,0,44.87,20.8
90002,10,0,42.87,20.8
90002,11,0,43.98,20.8
90002,12,0,46.19,20.8
90002,13,0,42.88,20.8
90002,14,0,46.9,20.8
90002,15,0,51.02,20.8
90002,16,0,47.17,20.8
90002,17,0,42.48,20.8
90002,18,0,50.65,20.8
90002,19,0,51.64,20.8
90002,20,0,52.06,20.8
33126,1,0,25.47,16.33
33126,2,0,32.55,16.33
33126,3,0,28.02,16.33
33126,4,0,35.05,16.33
33126,5,0,30.4,16.33
33126,6,0,30.2,16.33
33126,7,0,25.0,16.33
33126,8,0,24.29,16.33
33126,9,0,27.74,16.33
33126,10,0,27.08,16.33
33126,11,0,26.31,16.33
33126,12,0,27.79,16.33
33126,13,0,27.85,16.33
33126,14,0,26.79,16.33
33126,15,0,30.94,16.33
33126,16,0,26.98,16.33
33126,17,0,29.37,16.33
33126,18,0,26.12,16.33
33126,19,0,30.33,16.33
33126,20,0,30.89,16.33
20001,1,0,30.91,62.37
20001,2,0,34.27,62.37
20001,3,0,34.03,62.37
20001,4,0,33.2,62.37
20001,5,0,33.49,62.37
20001,6,0,36.46,62.37
20001,7,0,35.46,62.37
20001,8,0,38.51,62.37
20001,9,0,32.79,62.37
20001,10,0,35.6,62.37
20001,11,0,34.58,62.37
20001,12,0,36.87,62.37
20001,13,0,37.76,62.37
20001,14,0,33.67,62.37
20001,15,0,39.26,62.37
20001,16,0,44.23,62.37
20001,17,0,38.52,62.37
20001,18,0,35.67,62.37
20001,19,0,37.66,62.37
20001,20,0,37.82,62.37
29403,1,0,56.0,29.17
29403,2,0,60.43,29.17
29403,3,0,53.06,29.17
29403,4,0,59.61,29.17
29403,5,0,62.92,29.17
29403,6,0,62.99,29.17
29403,7,0,62.65,29.17
29403,8,0,57.86,29.17
29403,9,0,64.48,29.17
29403,10,0,61.47,29.17
29403,11,0,64.9,29.17
29403,12,0,64.14,29.17
29403,13,0,62.1,29.17
29403,14,0,60.69,29.17
29403,15,0,68.78,29.17
29403,16,0,56.61,29.17
29403,17,0,61.69,29.17
29403,18,0,58.26,29.17
29403,19,0,63.09,29.17
29403,20,0,64.07,29.17
02902,1,0,38.7,25.01
02902,2,0,39.19,25.01
02902,3,0,37.19,25.01
02902,4,0,42.77,25.01
02902,5,0,40.28,25.01
02902,6,0,43.21,25.01
02902,7,0,40.63,25.01
02902,8,0,43.21,25.01
02902,9,0,44.95,25.01
02902,10,0,44.43,25.01
02902,11,0,43.89,25.01
02902,12,0,43.21,25.01
02902,13,0,45.22,25.01
02902,14,0,42.24,25.01
02902,15,0,43.72,25.01
02902,16,0,45.61,25.01
02902,17,0,49.45,25.01
02902,18,0,43.26,25.01
02902,19,0,42.71,25.01
02902,20,0,46.48,25.01
33129,1,0,65.18,14.0
33129,2,0,64.26,14.0
33129,3,0,62.15,14.0
33129,4,0,66.03,14.0
33129,5,0,57.18,14.0
33129,6,0,65.91,14.0
33129,7,0,62.2,14.0
33129,8,0,65.29,14.0
33129,9,0,66.69,14.0
33129,10,0,64.51,14.0
33129,11,0,64.4,14.0
33129,12,0,63.28,14.0
33129,13,0,69.79,14.0
33129,14,0,66.01,14.0
33129,15,0,65.91,14.0
33129,16,0,70.04,14.0
33129,17,0,64.26,14.0
33129,18,0,65.28,14.0
33129,19,0,69.11,14.0
33129,20,0,71.88,14.0
44101,1,0,42.98,16.22
44101,2,0,44.27,16.22
44101,3,0,38.6,16.22
44101,4,0,47.48,16.22
44101,5,0,40.65,16.22
44101,6,0,42.54,16.22
44101,7,0,44.99,16.22
44101,8,0,42.74,16.22
44101,9,0,39.13,16.22
44101,10,0,41.51,16.22
44101,11,0,45.77,16.22
44101,12,0,50.23,16.22
44101,13,0,50.25,16.22
44101,14,0,47.41,16.22
44101,15,0,47.0,16.22
44101,16,0,49.18,16.22
44101,17,0,51.03,16.22
44101,18,0,47.67,16.22
44101,19,0,48.03,16.22
44101,20,0,48.45,16.22
70113,1,0,57.89,12.18
70113,2,0,51.02,12.18
70113,3,0,55.44,12.18
70113,4,0,56.85,12.18
70113,5,0,50.24,12.18
70113,6,0,58.93,12.18
70113,7,0,59.67,12.18
70113,8,0,50.87,12.18
70113,9,0,55.73,12.18
70113,10,0,56.09,12.18
70113,11,0,54.83,12.18
70113,12,0,55.5,12.18
70113,13,0,56.45,12.18
70113,14,0,60.11,12.18
70113,15,0,62.29,12.18
70113,16,0,60.47,12.18
70113,17,0,56.33,12.18
70113,18,0,61.71,12.18
70113,19,0,61.41,12.18
70113,20,0,51.06,12.18
89102,1,0,51.19,42.27
89102,2,0,48.13,42.27
89102,3,0,48.51,42.27
89102,4,0,43.03,42.27
89102,5,0,53.36,42.27
89102,6,0,49.79,42.27
89102,7,0,51.37,42.27
89102,8,0,45.34,42.27
89102,9,0,51.11,42.27
89102,10,0,51.43,42.27
89102,11,0,49.63,42.27
89102,12,0,46.48,42.27
89102,13,0,50.44,42.27
89102,14,0,48.02,42.27
89102,15,0,49.06,42.27
89102,16,0,54.9,42.27
89102,17,0,51.94,42.27
89102,18,0,51.7,42.27
89102,19,0,48.68,42.27
89102,20,0,52.33,42.27
08608,1,0,56.05,25.81
08608,2,0,53.81,25.81
08608,3,0,60.28,25.81
08608,4,0,60.4,25.81
08608,5,0,55.23,25.81
08608,6,0,59.0,25.81
08608,7,0,52.52,25.81
08608,8,0,59.29,25.81
08608,9,0,60.95,25.81
08608,10,0,55.5,25.81
08608,11,0,59.17,25.81
08608,12,0,59.77,25.81
08608,13,0,68.32,25.81
08608,14,0,67.66,25.81
08608,15,0,61.15,25.81
08608,16,0,58.45,25.81
08608,17,0,61.44,25.81
08608,18,0,64.35,25.81
08608,19,0,56.21,25.81
08608,20,0,55.22,25.81
90003,1,0,44.03,17.2
90003,2,0,50.02,17.2
90003,3,0,50.45,17.2
90003,4,0,49.58,17.2
90003,5,0,51.85,17.2
90003,6,0,48.24,17.2
90003,7,0,48.23,17.2
90003,8,0,50.46,17.2
90003,9,0,54.7,17.2
90003,10,0,51.07,17.2
